parent_asin,estimated_rating,title_y
B00NFZUR4G,4.5,"BulkSupplements.com Glucosamine Sulfate Powder - Joint Support Supplement, Glucosamine Powder - 1000mg of Glucosamine Sulfate per Serving, Gluten Free (1 Kilogram - 2.2 lbs)"
B00UFDURNC,4.5,Plceo 4 Cup Premium Transparent Silicone Cupping Set for Chinese Cupping and Carry Bag
B00YA9JV9S,4.5,Balance Bar Chocolate Cad Size 8ct Balance Bar Chocolate 1.76z
B00YKFQVFY,4.5,"Organic Camu Camu Powder: Guaranteed Purest Source, 100% Raw, USDA Organic CamuCamu, Packaged in USA by Maju Superfoods"
B01A9X5N68,4.5,Flora Mcqueen Personalized Guardian Angel Wing Charm Birthstone Charms Mother Bracelet Charm FMC-2001
B01BE9R80U,4.5,Helping Hand Cable Ties Pack of 2
B01FNNFMX8,4.5,Nail Clipper Toenail Clipper Cuticle Nipper with Store Case-2 Pcs BeautyMe Professional Nail Nipper for Thick and Ingrown Toenails - Cuticle Nipper Cutter-Removes Dead Skin-Surgical Grade
B01H7TALU0,4.5,"DrFormulas Nexabiotic Probiotic Powder for Babies, Infants & Kids Probiotics with Saccharomyces Boulardii, L. Acidophilus, B. Infantis Better Than Gripe Water or Baby Drops, 30 Servings"
B01IAI9CES,4.5,B-A Antibiotic XL Aos Size 8ct Band-Aid Extra Large Plus Antibiotic
B06XXP8YRL,4.5,"Topical Ancient Minerals Magnesium Lotion – for Leg Cramps, Joint Support, & Muscle Soreness – Non-Greasy Magnesium Lotion with Shea Butter, 30 Mg. Mag. per Pump, 5 Oz."
B071FFDX4Z,4.5,Hydrasense Gel Drops Advanced for Dry Eyes 10ml
B071YW4761,4.5,JewelryWe Foot Rasps Foot File Callus Remover Dead/Hard Skin Remover Foot Care Pedicure Tool for Dry and Wet Feet
B073HSXFGJ,4.5,"Best Nest Probiotics with Prebiotics, 50 Billion CFU, 15 Strains, Patented Delayed Released, Once Daily Probiotic Supplement, Immune Support, 30 Capsules, Best Nest Wellness"
B075QNCBF1,4.5,"Nutrisystem® Turbo Shake Chocolate Fudge Probiotic, 20 ct"
B076KTB36X,4.5,"MTS Machine Whey Protein (2lbs, Mint Cookies & Cream)"
B078PBKNVT,4.5,Irrigation Solution Sterile Eye Wash with Boric Acid - 4oz
B07B68DPMT,4.5,Elephant Ear Washer Economy Bottle System by Doctor Easy
B07CF44SDN,4.5,RunGoo Blister Prevention Cream Specifically Formulated for Feet (3 oz)
B07CM7LQTM,4.5,"DERMOIST SENSITIVE TONER - Deep Moisturizing, Soothing Effect for The Sensitive Skin. Natural Superfood Ingredients, Panthenol (Vitamin B5), Beta Glucan, Hyaluronic Acid, 150ml"
B07CNXP29G,4.5,t:case (Purple)
B07CWNVFH3,4.5,"Probiotics 40 Billion CFU—Probiotics for Women, Probiotics for Men and Adult. Patented Delay Release Probiotics with Prebiotics & Acidophilus, GMP Certificated-60 Capsules (1)"
B07DGJRYMR,4.5,"Johnson's Moisturizing Baby Lotion with Apple Extract, Hypoallergenic, 27.1 fl. oz"
B07HLCGCHY,4.5,BiAnYC Back Scratcher Portable Extendable Telescopic Ghost Claw Hand Massages with Soft Rubber Handles Best for Send Friends / Colleagues / Elders Best Gift Blue of 1
B07KYW8K98,4.5,Knee Scooter Basket Accessory by TKWC INC - Universal Bracket Mount Included! - Fits Most Knee Walker Models
B07N1B4DMX,4.5,"Eye Massager with Airbag Kneading,Constant Temperature Hot Compress, Multi-Frequency Vibration and Bluetooth Music"
B07NPNNR3P,4.5,"Science in Sport Go Electrolyte Energy Drink Powder, Sports Nutrition Electrolyte Drink, 40 Servings, 3.5lb Tub"
B07PKLN99K,4.5,Gophra 15 Stage Shower Filter with 1 Cartridge Replacement (1+1) Remove Impurity from Water
B07T5DN3X8,4.5,Ovida Far Infrared Heating pad Electric mat Jade Pad (59''X21'')
B07T9JG6TG,4.5,"Sysrion Sleep Eye Mask - Breatheable Sleeping Mask for Men Women, Lightweight Eye Blinder for Travel Sleeping Nap Shift Work, No Pressure Mesh Fiber Strap"
B07TBLS3Q4,4.5,"NURSAL Mini Weekly Pill Organizer - Daily AM/PM Pill Box 2 Times a Day in Pocket Size with Moisture-Proof Design for Pills, Vitamin, Fish Oil, Supplements and Medication"
B07TDSJZMR,4.5,"High Potency Magnesium Citrate Capsules 1000mg - Gentle Complex for Max Absorption, Made in USA, Best Bowel Supplement That Supports The Colon and Also Supports Restful Sleep - 60 Capsules"
B07TVPSS9T,4.5,"Fish Oil Omega 3 Softgels Supplement. Norway Sourced. Helps Boost Brain, Memory, Focus, Cognition. Promotes Cardiovascular and Immune Health. Supports Joints, Eyes and Skin. Essential Fatty Acids"
B07V9X9H89,4.5,"Yeegfey Organic Aromatherapy Rosemary Essential Oil - 100% Pure Rose Mary Essential Oil for Hair, Skin and Diffuser Best Therapeutic Grade Essential Oils (10mL) (Rosemary)"
B07VP2KZ1K,4.5,Insulated Lunch Bags for Women/Men Lunch Tote Box with Front Pocket lunch box for women/Men Large Roomy Lunch Containers Reusable adult lunch box
B07VX81L84,4.5,Dixie EMS Dixigear Empty First Responder II Bag
B07W9BKMK8,4.5,"Fonder Mols Bath Bombs Gift Set of 12 for Women - Spa Bubble Fizzies for Dry Skin Moisturize 12X3.5oz - Christmas Gift Mothers Day Gifts Idea for Her, Wife, Girl Friend"
B07WJCCPW2,4.5,"Rock Doctor Granite Sealer for Marble, Stone, and Tile Countertops, Streak-Free Finish with Stain Resistant Moisture Protection, Interior and Exterior Use, Pack of 1"
B07WK4BV5X,4.5,"Amazon Brand - Solimo Plastic Food Storage Containers with Lids (30 Pack) - BPA-Free, Safe for Dishwasher, Microwave, Freezer - Soup & Salad 24 oz."
B07Y3262C7,4.5,"Pacific PPE 2 Pack Household Glove Mixed Reusable Cleaning Dishwashing Gloves-Latex Free Waterproof PVC Gloves for Kitchen,Gardening Gloves Unlined and Flocked with Cotton Liner(Yellow&Purple,L?"
B07YG8J38F,4.5,Lycol Pharma Ultra Omega-3B Fish Oil - Burp-Less 3750MG Formula - High EPA (1350MG) & DHA (900MG) with Black Seed Oil Extract - Enteric Coated for No Fishy Aftertaste
B07Z8Y25T3,4.5,Volenx Cigar Humidors Acrylic Window Cigar Case Humidor Cigar Box High Gloss Finish Cigar Accessories Cigar Humidor with Humidifier&Hygrometer Handmade Cigar Holder Large Humidor Holds 50 Cigars
B07ZG2T315,4.5,"Tattle Grass Fed Whey Protein Isolate Powder - Non-GMO, Natural Flavors & Sweeteners, Turmeric & Tart Cherry for Anti-Inflammation, Gluten & Soy Free, No Sugar Added (Vanilla Cold Brew, 25 Serve)"
B07ZWNCBBQ,4.5,"Pearlicare Replacement Brush Heads (8 Pack) - Compatible With Phillips Sonicare Gum Health Electric Toothbrush, 2 Series, 3 Series, Flexcare, DiamondClean, Plaque Control, ProResults, HealthyWhite"
B081589CV1,4.5,Dental Herb Company - The Traveler
B082B1WRMD,4.5,"anmas rucci PURE Essential Oils Set for Aromatherapy and Diffuser -Natural Therapeutic Lemon,Sweet Orange,Peppermint, Rosemary, Bergamont, Lavender (04set, 4 scents)"
B082DH5YXY,4.5,"ALFLEXIL - Glucosamine, Chondroitin, Collagen, and Hyaluronic Acid - Premium Dietary Supplement in Liquid Form for Healthy Joints, Mobility & Flexibility and Elasticity - 16 oz Bottle"
B082L236K9,4.5,"Ultra High Strength Multi Collagen Pills - (Type I, II, III, V & X) - New Zealand Grass-Fed - Wild-Caught from Norway - The Most Bioavailable Clinically Proven Ingredients Peptides Blend"
B082X4X38H,4.5,"Vamotto 3 Pcs Weekly Pill Organizer and Pill Splitter Cutter, 7 Day Pill Box Travel Portable Pill Case Container for Pills,Vitamin, Fish Oil and Supplements"
B0841RQ4RG,4.5,"Hist-Fend - Potent Natural Antihistamine Supplement Without Drowsiness: Great for Seasonal Issues, Pollen, Dust, Pet Dander and Mold Allergies. 40 Capsules"
B085LHTW4G,4.5,"Ancestral Roots Organic Turmeric Powder - 4oz - 100% Pure, USDA Certified Organic Turmeric Powder (Pack of 3)"
B0861ZXZQL,4.5,"POHAKU Dual Channel TENS Unit with 24 Modes, TENS Unit Muscle Stimulator for Pain Relief Therapy, Rechargeable TENS Machine EMS Unit Muscle Stimulator Electric Pulse Massager 12 Pads, Storage Bag"
B0862GGGWQ,4.5,"Pink Stork Immune Support: Immunity Supplements + Vitamin C, Zinc Vitamins for Adults, Immunity Vitamins & Antioxidants, Cough & Cold Relief, Womens Multivitamin, Women-Owned, 60 Capsules"
B086JGQ1SY,4.5,Pine Gel Nail Polish Set 9 Colors Green Purple Pink Glitter with Base No Wipe Glossy Top Matte Top Coat Soak Off UV Gel 12 Pcs
B086QB1ZKV,4.5,"Clean Republic All-Purpose Everyday Household Cleaner, Hypochlorous Acid, Multi-Surface, Non-Toxic, Safe for Kids & Pets, Unscented, 16 Oz (1 Pack)"
B086SGJ44D,4.5,California Essentials Black Seed Oil Softgel Capsules Gluten Free Non-GMO Premium Cold-Pressed Nigella Sativa Producing Pure Black Cumin Seed Oil 1000mg (60 Servings)
B086VQLVT4,4.5,Guerrilla Nine - BCAA Amino Acids - Post Workout Recovery Drink for Men and Women - 30 Servings of Watermelon Flavor - Muscle Recovery Through Amino9 an Essential Amino Acids EAA Powder
B0876GXM2L,4.5,"Joon X Moon Bubbling Bath Fizz, (Lavender, 1 Pack), Soothing Bath Soak for Relaxation & Hydrated Skin, Shea Butter, Coconut Oil & Vitamin E for a Nourishing Bubble Bath, 9 oz"
B087PZ9DWD,4.5,"Dry Brushing Body Brush Set HAPYTHDA Exfoliating Loofah Body Scrubber Loofah Sponge pad, Natural Bristles Shower Brush for Cellulite and Lymphatic, Long Handle Back Scrubber for Shower for Men Women"
B088FS2P7Z,4.5,"Non Binding Socks Women,JSPA 6 Pack Diabetic and Circulatory Ankle Socks Moisture Wicking Cushioned Dress Crew Cotton Edema Socks with Non Binding Loose Top Seamless Toe Grey Medium"
B088MKGMJK,4.5,"2 Pack Extra Strength 10000mcg Biotin Liquid Drops, 60 Servings, Vegan Friendly, Supports Healthy Hair Growth, Strong Nails and Glowing Skin, 3X More Absorption Than Capsules or Pills"
B088T9MNF2,4.5,Glass Nail Shiner - JORLAI 3PC Nano Nail Shiner Nail Files Polisher Glass Nail Buffers Professional Crystal Manicure Tools Kit for Natural Nails
B089F47XZ7,4.5,"Grenera Organic Turmeric Tablet, 240 Tablets - Uncoated, Chemical Free Tablets | Organic, Vegan, Kosher"
B089R5F8HC,4.5,"Rosevale Bath Bombs Gift Set,12 Large 5oz Bubble Bath Fizzies,Shea & Coco Butter Dry Skin Moisturize,Perfect for Bubble & Spa Kit,Best Birthday Day Gifts for Women,Her,Wife,Girlfriend,Teens Girls"
B08BHL18M5,4.5,Apple Cider Vinegar Gummies with Raw Organic Unfiltered Mother Acv Vegan Friendly Gummy Weight Control Detox Cleanse Support Made in USA (2-Pack)
B08C7G2Y9S,4.5,"BYDPETE Toothbrush Heads for Oral B, Compatible Braun Electric Rechargeable Toothbrush, Replacement Toothbrush Headss Oral-B Compatible, Cross Floss Vitality 3D All Compatible (8PCS)"
B08DFW3G1P,4.5,"Bath Brush Silicone 76cm Body Back Scrubber for Shower Back Scrubber Set,Bath & Body Brushes 4 in 1Gifts kit for Men Women Adults Bath, Personal Shower Cleansing"
B08DG5C6ZS,4.5,"Sleeping Masks for Men Women, Cyraneme Upgraded 3D Contoured Blindfold, Super Soft and Comfortable, Eye Shade Cover for Travel, Nap, Shift Work"
B08DHDMQRM,4.5,TECCA 1-2-4 Pack Face Mask Lanyard for Kids or Adults with Adjustable Extension and Durable Clips. Mask Neck Strap or Mask Extender/Ear Saver. Comfy Mask Holder
B08F1XHHSW,4.5,Large Gift Bags
B08F26G7SN,4.5,30 PCS Adult PM2.5 Activated Carbon Filter 5 Layers Replaceable Anti Haze Filter Paper（30 PCS）
B08FK1KMWY,4.5,"Method Stainless Steel Cleaner, Apple Orchard, 12 Ounce (Pack 6)"
B08FSQQ3CK,4.5,Lezdig Classic Rubber Hot Water Bottle - 2 Liter Hot Water Bag for Pain Relief Therapy Tools Body Warmer with Soft Flannel Cover – Pink
B08FSQWNRJ,4.5,Lezdig Classic Rubber Hot Water Bottle - 2 Liter Hot Water Bag for Pain Relief Therapy Tools Body Warmer with Soft Flannel Cover – Purple
B08GC73GXF,4.5,Halloween Balloons Party Decorations Kit Happy Halloween Balloon Banner Latex Balloons Star Pumpkin Ghost Mylar Balloons Paper Garlands Tissue Tassel Halloween Balloons
B08GCBKJVZ,4.5,"Drawstring Bags - Cinch and Ditty Stuff Pouch for Gifts, Favors, Packaging Presents, Weddings, Holidays and Birthdays - Printed Cotton - Set of 12 (5 x 7 inch, Blue Dots)"
B08GK9GKV7,4.5,"Back Massager and Shiatsu Neck Massage Pillow with Heat, Deep Tissue Kneading for Shoulder, Lower Back, Calf and Muscle Pain Relief, Relaxation Gifts for Men, Women - Use at Home, Office, and Car"
B08HGXZNWJ,4.5,"Everyday by Formthotics Narrow Fit Orthotics for Sport Shoes and Boots - Dynamically Forms to Your Foot, Customizable Support for Improved Performance and Injury Reduction. Insoles for Men and Women"
B08HHTN7XG,4.5,"Wellmo Natural Vitamin D3 Soft Gels in Fast-Absorbing Coconut Oil for Men, Women, and Children - All-Natural, Vitamin D3 for Bone, Skin, and Immune Health - 60 Soft Gels (60 Day Supply)"
B08HLSW2C5,4.5,"AIKLLY Trendy Reading Glasses for Women, Ladies Readers with Light Round Leopard Print Frame and Spring Hinges"
B08JBSBBBM,4.5,"Neti-Pot-Sinus-Rinse-Bottle, Nasal Irrigation for Adult & Kid with 30 Nasal Wash Salt Packets and Temperature Sticker (300ml)"
B08JGPR8ZH,4.5,PUREMEDICS Taurine 500mg Capsules - Taurine Supplement to Support Healthy Nervous System and Visual Function - Formulated by Doctors - Pure & Hypoallergenic - 3rd Party Certified - 100 Capsules
B08JLFQL1Q,4.5,"Eyeglass Repair Kit,XSIATO Glasses Precision Screwdriver Set Fix Tools with Tiny Screws Kit and Nose Pads Tweezer Curved Tweezer,Cleaning Cloth Ear Hook for Eyeglass, Sunglass, Spectacles Repair"
B08JLGJL7K,4.5,"Upgrade Version Eyeglass Repair Kit,XSIATO Glasses Magnetic Screwdriver Set with Eyeglass Tiny Screws Kit and Nose Pads Tweezer Curved Tweezer,Eyeglass Cloth Ear Hook, Sunglass, Spectacles Repair"
B08L1FR54J,4.5,Elderberry Gummies for Kids & Adults Immune Support - Vitamin C Echinacea Propolis & Sambucus Black Elderberry Gummy Vitamins - Organic Nature Booster Non-GMO Gluten Free - USA…
B08LPNYKDK,4.5,"Blood Pressure Monitor,Accurate Adjustable Digital BP Cuff Kit & Automatic Upper Arm Machine,Heart Pulse Rate Monitoring Meter 22-40cm, 2×120 Sets Memory"
B08M5BX9VK,4.5,"Marshique Heart Silicone Facial Brush - Food Grade, Hygienic, Soft Pad for Blackhead Whitehead Exfoliation and Pore Cleansing"
B08MDFD6ZD,4.5,"Vitamin D3 5000iu Tablets, Super-Strong Immune System Boost. Great Value with 180 Tablets (6 Months Supply)"
B08MPS8Y1D,4.5,"DAVEMED Mini First Aid Kits,Small Waterproof Emergency Medical Survival Kit for Camping,Hiking,Travel,Backpacking,Vehicle,Outdoors & Sports（78 Pieces）"
B08P27YZ5F,4.5,Kion Colostrum | Grass-Fed Goat Milk | Gut Health and Immune Support | 30 Servings
B08Q34FLJB,4.5,"JJWELL Blue Light Blocking Reading Glasses for Women, Anti Eyestrain/Glare/UV Filter Metal Spring Hinge Cat Eye Stylish Ladies Computer Readers with Case+Gift Package"
B08Q7HLYXG,4.5,"Aozzy Bath Bombs Gift Set for Women Relaxing, Organic Bath Bombs with Enchanting Scents and Rainbow Colors, Bath Bomb Set with Pure Essential Oils for Normal/Dry Skin, Easter Gift, Mothers Day Gift"
B08RXJJRF6,4.5,Restore 100% Whey Isolate Protein Powder – 25g Whey Protein Isolate with 10g Multi Collagen Support – Fast Absorbing Chocolate Protein Powder for Men and Women – Chocolate Caramel Cookie Flavor
B08S7QKWDG,4.5,"RARI Nutrition Immune- 100% Natural Immune Support - Organic Elderberry, Vitamin C, D, K1, K2, Zinc - Overall Wellness Formula - (30 Servings)"
B08TW9W6V3,4.5,"Sound Machine with Night Light, White Noise Machine for Sleeping Adults Baby Kids, 16 Soothing Sounds for Sleeping, Powered by USB, White Noise Maker for Bedroom Home White"
B08VRMY45P,4.5,"3 Pairs Small Reading Glasses Men and Women,Pen Clip Portable Metal Case +2.5"
B08VSBR4L8,4.5,"Framar Powder Free Disposable Gloves, Black Nitrile Gloves 100 Pk, Hair Dye Gloves, Black Gloves Disposable Latex Free, Cleaning Gloves, Plastic gloves, Latex Free Gloves Nitrile – Mechanic Gloves, Latex Gloves Medium"
B08XG3Z3T1,4.5,"FeelGood Organic Superfoods Maca Root Powder, Vegan, Non-GMO, Keto, Sourced from Peru for Maca Tea Lattes, 7 oz"
B08XPVDCPB,4.5,"2 in 1 High Potency Formula 90mcg Vitamin K2 (MK7) and 5000 IU Vitamin D3 Supplement for Bone and Heart Health. Non-GMO Formula, Easy to Swallow Vitamin D & K Complex, 120 Capsules I 4-month supply"
B08Z316SPD,4.5,"Foot Scrubber Callus Remover File : Pedicure Tool Nano Foot Rasp | Professional Foot Care for Hard Skin, Cracking, Wet and Dry Feet (Fotwen x IPQXE)"
B0913KGPJK,4.5,"Clear Probiotics Clear Gut Probiotic Supplement for Gut Health (30 caps) – 30 Billion CFUs for Gut Restore, Digestive Health and Immune Support – Shelf Stable, Non-GMO Adult Probiotics Capsules"
B09151DFPS,4.5,"GearHill Cigar Cutter Stainless Steel Blade with 2 Cigar Punches, (Gold)"
B091BB58S9,4.5,4 Pack Mop Head Replacement Microfiber Spin Mop Refill 360° Easy Cleaning Mop Replacement Heads Mop Refills (White)
B091KT3T7M,4.5,"LAPOTHICELL Bio-Hydra Panthenol Toner 210ml/7.10fl.oz, Full Hydration, Nourishing, Soothing"
B092QWGYNB,4.5,"Inngi Gua Sha Facial Tools White GuaSha Stone Jade Gua Sha, Premium Beauty Skin Care Face Massage Tool"
B0933N15KQ,4.5,"Zimba All-in-One Teeth Whitening Kit - 14 Delicious Mint Treatments (28 Strips), 1 Minty Teeth Whitening Powder, 1 Cool Blue Desensitizing Pen & 1 Bamboo Toothbrush | Non-GMO, Gluten-Free, Soy-Free"
B093Q94S3W,4.5,"Elderberry Gummies for Kids & Teens - Childrens Elderberry Immune Support with Vitamin C Zinc & Sodium - Immune Support, Tasty 90 Black Elderberry Gummy"
B093TNRT8Z,4.5,"Balance Breens Tart Cherry Extract 900mg Supplement - 90 Non-GMO Capsules - Supports Muscles & Joint Health, Powerful Antioxidant Helps Support Pain, Muscle Soreness and Inflammation"
B094XRZM8G,4.5,"Hemp Seed Oil Organic Extract 5000mg , Non-GMO Tasteless 10,000mg Total 60-Day Supply Organic Omega Supplementskin and Hair (2 Packs / 2 oz)"
B095PZ8XG5,4.5,Saturix 11x16 Prep & Spill Pad (Bag of 50)
B0967VTK2F,4.5,KIMANN Gua Sha Rose Quartz Face Scraping Massage Tool Jade GuaSha Stone Facial Tool for Anti Aging Face Muscle Scraper Neck Body Relaxing
B096G9DS2J,4.5,"VitaScience Vita-Cholesterol Support - Antioxidant, Cholesterol & Blood Flow Supplement with Coq10, Artichoke Extract, Chromium, Guggul & Beta Sitosterol - 90 Capsules"
B0974B4ZGF,4.5,"Plavogue Facial Cleansing Brush,Electric Face Scrubber Brush for Men & Women, Rechargeable IPX7 Waterproof Anti-Aging Massager Face exfoliator Brushes with Sonic-Glow Vibration Technology"
B097B9ZFYZ,4.5,"GreenFist Hydrogen Peroxide Ready to Use All Purpose (Glass, Carpet,Stain Remover) Cleaner (1 Gallon)"
B097BCQD6J,4.5,Gua Sha Guasha Facial Tools -Guasha Tool for Face Rose Quartz Jade Stone Larbois Gua Sha Scraping Massage Tool for Face and Body SPA Acupuncture Therapy Relieve Muscle Tension Reduce Puffiness (Pink)
B097DGZTP8,4.5,"Glass Nail File, Gemice Crystal Nails Files for Natural Nails, Beauty Double Sided Manicure Fingernail File with Leather Case for Woman and Girls"
B097KQY3WZ,4.5,XPRS Nutra Organic Spinach Powder - Premium Food Grade Raw Spinach Powder Organic - Rich in Vitamins and Minerals - Powdered Spinach for Immunity - Clean Sourced and Vegan Friendly (4 Ounce)
B099KLQB9X,4.5,"True Grace Omega-3 Fish Oil - 60 Softgels - 1400 mg EPA + DHA - Brain, Heart, Joint & Immune Health - Organic, Gluten Free, Soy Free"
B099Z7FL8B,4.5,"Homissor Replacement Toothbrush Heads for Philips Sonicare Plaque Control Snap-on Electric Toothbrush 4100 5100 C2 C3 HX9024, 8-Pack"
B09C7HVFFX,4.5,"FeelGood Organic Superfoods Spinach Powder, Vegan, Non-GMO, Gluten Free, Pure Powdered Spinach, Immune Booster for Green Drinks and Spinach Dip, 7 oz"
B09DLGDMWC,4.5,"iReliev TENS Unit Muscle Stimulator Combination with Premium Carry Case - TENS for Pain Relief & Arthritis - EMS for Muscle Strength, Recovery, Relaxation - Back, Shoulder, Abdomen, Leg, Knee, & More"
B09F7PH4QR,4.5,"ChiroLux Curv | Cervical Neck Traction Device & Neck Posture Corrector. This Chiropractic Tool Is a Cervical Neck Wedge, Neck Curve Restorer & Cervical Traction Device For Neck Pain Relief"
B09GBMG83Z,4.5,"Vitamin C with Rose Hips | 500mg | 300 Tablets | Vegetarian, Non-GMO, and Gluten Free Supplement | High Potency Formula | by Carlyle"
B09H169Z88,4.5,"Luxury Silk Sleep Mask - Tara Sartoria Artisan Handmade - 27momme, Full Black Out, Anti Aging, Silk Eye Mask, Machine Washable, Sleep Mask, Silk Mask, Eye Covers"
B09H3R637V,4.5,"hims & hers Glide Premium Water-Based Lubricant Formulated with Aloe, Green Tea Extract, and Hemp Seed, No Sticky Residue, Hydrating and pH Balanced, No Parabens or Fragrance, 2 Pack"
B09HGH81MT,4.5,"High Frequency Machine, JinhzWin Portable Handheld High Frequency Machine with 4 Pcs Different Orange Light Wand"
B09J6PSQTW,4.5,"PRO2 Ultra Gel Comfort Men's Insoles, 1 Pair"
B09KDL2HV8,4.5,"Special Supplies 8-Pack Sensory Brush Therapressure Therapy Brush for Occupational and Sensory Brushing, Stimulating and Calming Tools for Kids and Adults, Soft Flexible Bristles, Latex Free - Unicorn"
B09NZLNGJT,4.5,Rising Health - Floranex One - Saccharomyces Boulardii (5 Billion CFUs per Serving)- Daily Probiotic and Prebiotic Supplement for Men and Women - 30 Capsules for a 30 Day Serving
B09PMQ17N8,4.5,"FeelGood Organic Superfoods Superfood Powder Mix, 30 Fruit and Vegetable Supplement, Vegan and Non-GMO, Flax, Wheatgrass, 12 oz"
B09WHV81Y9,4.5,"Glowa Sonic Facial Cleansing Brush with Gentle Exfoliating|Deep Cleansing|Mix Massaging 3 Acoustic Modes, Type-c Rechargeable, Waterproof,Includes Nylon and Silicone Brush Heads."
B09WWW45NL,4.5,"Momentous Huberman Stack, Fadogia Agrestis, 60 Servings"
B09X64QN1M,4.5,"Kind Laundry - Wool Dryer Balls, Tavel Natural Dryer Balls, Pure New Zealand Wool Dryer Balls Laundry Essentials, Dryer Balls for Pet Hair Removal & Lint Collection, Pack of 3"
B09Z8P3HLM,4.5,"DownBeats - Ear Plugs for Noise Reduction at 18 dB, Long Stem DownBeats Ear Plugs for Concerts, Music, and Musicians, Clear Pair with Black Case"
B09ZHS4KNY,4.5,"Smüthe myfruit Food and Drink Boost, Unflavored 100% Natural Supplement Powder, Sugar Free Superfood Fruits 30 Servings"
B0B64NTXVC,4.5,Celleanser Vegan Clean Toner 100% Vegan Ingredients Quick Hydrating Relief Hypoallergic Tested Balancing Panthenol Mist Type Made in Korea 120ml 4.05 fl. oz.
B0B8DYCBQC,4.5,"Shiatsu Neck and Back Massager,Carbon Brush Disc Safety Thermostatic Back Massager with Heat,8 Light and Heavy Massage Nodes Back Massager for Back Pain,Pure Copper Motor Massagers for Neck and Back (Yellow1)"
B0B9121DFX,4.5,"Blood Pressure Monitor by Antrolife - Automatic Upper Arm Machine & Accurate Adjustable Digital BP Cuff Kit - Largest Backlit Display - Pulse Rate Monitoring Meter - with Batteries, Bag, USB-C Cable"
B0B9T3LJ3Y,4.5,"Beauty Biotin Supplement for Hair, Skin, and Nail Support Multivitamin 30 Capsules by BeautyLux"
B0BF98N2RG,4.5,Extra Coarse Replacement Roller Refill Heads Compatible with AM0PE Refills Electronic Perfect Foot File with Diamond Crystals
B0BFWDXR4M,4.5,"CGBE Nail File and Buffer, 12 Pcs Professional Nail File Set Double Sided Grit Nail Emery Boards for Nails Buffer Polisher Limas para Manicura for Gel Nails Manicure Tools (180/240-12pcs)"
B0BJ66MRVF,4.5,Sz Essentials Pink Lotus Essential Oil - Divine Scent! - The Real Deal - Sacred Egyptian Pink Lotus Nulembo Nucifera - 100% Pure and Natural - Therapeutic Grade - Undiluted - 5ml
B0BQ6SBNZR,4.5,"AECBUY Double Sided Electric Foot Warmer with Machine Washable & Non-Slip,Electric Feet Pad 8 Hrs Timer Overheat Protection,Suitable for Under Desk,Bed,Office,Home, Christmas Gifts,Navy,20''*20''"
B0BRYXGPF5,4.5,"Sand & Sky Marshmallow Toner | Hydrating, Exfoliating Facial Toner to Brighten Skin | Pore Tightening, Minimizing Redness | Niacinamide, AHA, BHA, Hyaluronic Acid for Smooth and Soft Skin"
B0BVR3PMJQ,4.5,OCUSOFT LID Scrub Foam Size: 50 ML
B0C1HHXQ94,4.5,"ASUTRA Natural & Organic Yoga Mat Cleaner (Mindful Lemongrass Aroma), 4 fl oz | Safe for All Mats & No Slippery Residue | Cleans, Restores, Refreshes | Comes w/Microfiber Cleaning Towel | Deep-Cleansing Natural Cleaner for Fitness Gear & Gym Equipment"
B0C6H6RRVB,4.5,"Amazon Elements Women’s One Daily Multivitamin, 59% Whole Food Cultured, Vegan, 65 Tablets, 2 month supply (Packaging may vary)"
B0C9FZ39BL,4.5,"L'ANGE HAIR Le Clip Titanium Curling Iron | Professional Hot Tools Curling Iron | Salon Hair Styling Curler for Defined Curls | Best Hair Curler for Frizz-Free, Long-Lasting Curls | 1 inch"
B0BLP6LK9D,4.400000000000001,"CYMBIOTIKA Creatine+, Creatine and Glutamine Supplement for Amino Energy, Recovery, Muscle Mass & Brain Support, Liposomal Delivery, Gluten Free & Vegan, Raspberry Flavor - 30ml Pouches (Pack of 20)"
B0000A605R,4.4,Shoe Polish Kit Black
B006GDEBB4,4.4,"Green 4 Oz - Liquid Latex Body Paint, Ammonia Free No Odor, Easy On and Off, Cosplay Makeup, Creates Professional Monster, Zombie Arts"
B00A7FIGJK,4.4,Indio Products Domination Oil 1/2 fl. oz.
B00I5N24NK,4.4,"Life Extension Provinal Purified Omega-7, 30 Softgel 210 mg (Pack of 3)"
B00IE78YX6,4.4,"Original Green Black Walnut Hull Tincture (Extra Strength) by Dr. Hulda Clark, 1 oz"
B00J3AHU1A,4.4,Indio Products I Can More Than You Can Oil 1/2 fl. oz.
B00N23QEVG,4.4,Eyeglasses Case - MC1 (Croco) Leather Look Men & Women - Hard Metal Core Case - Premium-Lens Cleaning Cloth & Pouch
B00OM9OYYI,4.4,"The Maca Team Red Maca Root Liquid Extract, Glycerin Based – Organic, Vegan, GMO-Free and Alcohol-Free, 2 Fl Oz, 59 ml"
B00STSUPCS,4.4,Viva Naturals Glucosamine with Chondroitin and MSM; 240 Capsules
B00SX64040,4.4,Maxler Calcium Magnesium Zinc Plus Vitamin D3 - Essential Minerals Supplement - Calcium 1000mg Magnesium 600mg Zinc 15mg Vitamin D3 600IU - Immune Support - 90 Calcium Magnesium Zinc D3 Tablets
B011X3C8CK,4.4,"KANGAROO Professional Grade Liquid Latex Makeup, 16 Oz Pint"
